0,4884736
1,3938816
2,4429056
3,3830528
4,4646656
5,3989504
6,4097792
7,4518144
8,3828736
9,4646400
10,3738880
11,4340736
12,3693056
13,3869952
14,4685312
15,3800320
16,4336384
17,3777536
18,3697664
19,4377856
20,3797760
21,4288512
22,3832320
23,3833600
24,4637440
25,3846656
26,4576512
27,3847936
28,3778560
29,4551680
30,3817728
31,4842752
32,4129536
33,4610304
34,3978240
35,4020480
36,4802048
37,4017152
38,4438528
39,3934208
40,4398080
41,3882752
42,3930112
43,4698624
44,3837184
45,4426496
46,3747328
47,3788032
48,4488704
49,3830272
50,4489472
51,3934208
52,4504064
53,3771904
54,3787008
55,4385536
56,3885568
57,4605184
58,4066560
59,3906304
60,4620800
61,4980736
62,5149440
63,3823104
64,4482304
65,3791616
66,3699456
67,4423168
68,3844608
69,4635392
70,3803904
71,4635904
72,3965952
73,4053248
74,4785664
75,4023296
76,4782848
77,4043008
78,4639232
79,3787520
80,3887616
81,4945152
82,4029440
83,4574976
84,4086784
85,4697344
86,3974400
87,3847424
88,4545792
89,4080128
90,4738048
91,4021504
92,4802048
93,3994112
94,3887616
95,4893952
96,3983360
97,5899520
98,4715264
99,4754688
100,4030464
101,4587008
102,4002048
103,5547008
104,7942144
105,8716544
106,5905920
107,6925312
108,6272512
109,7175936
110,7100416
111,8776960
112,6378496
113,6345984
114,7756288
115,6955776
116,7618304
117,7017728
118,5197824
119,6373888
120,4531200
121,5449984
122,4493056
123,6966272
124,10740480
125,12774656
126,10921984
127,8744192
128,6475264
129,8229120
130,6972928
131,8585984
132,9081344
133,10826240
134,7368960
135,4800512
136,5665536
137,6396160
138,7232512
139,6722816
140,7787008
141,6192128
142,7423488
143,8775168
144,5144832
145,7293440
146,9126144
147,8181248
148,8215552
149,5331200
150,4988928
151,5737472
152,4769280
153,5738240
154,5003520
155,3981568
156,3993344
157,5413632
158,5740800
159,4877568
160,4648960
161,6480640
162,5751040
163,5405184
164,5253888
165,6685952
166,7016960
167,5285888
168,5734144
169,6505472
170,8917504
171,6349056
172,5393408
173,8244992
174,5204480
175,6874368
176,11495680
177,12123904
178,8685312
179,7976704
180,5548544
181,4725504
182,7433728
183,6533376
184,6829312
185,6025216
186,6136832
187,7997952
188,8679680
189,5680128
190,7627264
191,9341184
192,9476608
193,7929344
194,5181440
195,5248256
196,7101184
197,7857408
198,7828224
199,6722048
200,6323712
201,5152512
202,4817920
203,5255680
204,5530880
205,5235712
206,5533696
207,4040960
208,9608192
209,9251840
210,6632960
211,5107200
212,5840640
213,5862144
214,4801536
215,4991744
216,6317056
217,4844800
218,5933312
219,5988608
220,5935360
221,6127872
222,7225088
223,6748160
224,6635776
225,5623040
226,5887232
227,5481472
228,5834496
229,5982976
230,6432000
231,7236864
232,7728384
233,5697280
234,5169408
235,5683456
236,6526976
237,5328896
238,6488064
239,5737472
240,4894464
241,5489920
242,7577600
243,7221760
244,9295872
245,7769088
246,5238272
247,7078144
248,6005760
249,4616704
250,4891136
251,4230144
252,6186240
253,5266944
254,3946240
255,5733632
256,5082880
257,5892352
258,6685952
259,6962688
260,5401600
261,5484032
262,5837824
263,6827264
264,5631744
265,5501440
266,5547520
267,4329984
268,7131904
269,7979776
270,7695360
271,7910912
272,8021504
273,7731968
274,6882304
275,6048512
276,5763072
277,6728960
278,6396672
279,4884736
280,6222592
281,6077952
282,6249216
283,7728896
284,7107072
285,6255872
286,5928704
287,7245056
288,8074240
289,6845184
290,5577728
291,4727296
292,5098496
293,5677312
294,6078976
295,6198528
296,5025024
297,6201856
298,6780416
299,7910144
300,9143808
301,5632256
302,6784000
303,7281152
304,7342336
305,5917952
306,8226304
307,8692992
308,8131584
309,7040512
310,6585856
311,7215104
312,8522496
313,7846912
314,11765504
315,8472576
316,5884160
317,6153728
318,6525696
319,4825088
320,5249792
321,5072896
322,6144000
323,4975360
324,7797504
325,7528960
326,8035584
327,9713152
328,5835264
329,6586368
330,5081856
331,6085376
332,6245120
333,5774592
334,5643008
335,5472512
336,5247488
337,6333184
338,5832960
339,7630592
340,8679424
341,7136512
342,7990272
343,6279424
344,5777408
345,6397184
346,7661824
347,8225792
348,6289408
349,6669312
350,9914112
351,13478144
352,12491776
353,13347584
354,12917760
355,12392192
356,10430464
357,8672256
358,9828352
359,10118912
360,6990848
361,6448640
362,6205440
363,6839040
364,207149568
365,4019456
366,3995392
367,4019712
368,3844608
369,3784448
370,3744256
371,3776256
372,3948800
373,4044544
374,4928256
375,5732352
376,6391296
377,6134016
378,5587712
379,5341184
380,4739328
381,7345152
382,5570048
383,4548096
384,4027392
385,4750080
386,3890176
387,4120320
388,4311552
389,4300288
390,4080128
391,3995136
392,4031488
393,4336896
394,5394944
395,6482688
396,6925824
397,7780864
398,7237632
399,7871488
400,9082112
401,8125440
402,7181568
403,9423104
404,8250368
405,6275840
406,8940032
407,9314048
408,6229504
409,8886784
410,12724480
411,5679104
412,6582016
413,7630080
414,8933376
415,6581504
416,7040768
417,9418752
418,11618304
419,7844096
420,7008000
421,4951296
422,7331328
423,6733056
424,8178432
425,6083584
426,7782912
427,6422272
428,8943872
429,8381696
430,9842944
431,18377728
432,3839488
433,3740160
434,4201472
435,4911616
436,5751808
437,6582784
438,4718336
439,5729280
440,8249856
441,8132352
442,5473536
443,6640128
444,5729792
445,5342976
446,5427456
447,6128640
448,6099456
449,6077696
450,8176640
451,6721792
452,8212736
453,9254144
454,9729280
455,7570432
456,6736640
457,8567552
458,8731392
459,7677952
460,7533056
461,4533248
462,6436608
463,8119552
464,10339584
465,11347712
466,16359424
467,10529792
468,11562752
469,12780544
470,12381184
471,13560576
472,9774336
473,7849984
474,8860416
475,5676800
476,5685504
477,6781184
478,4942848
479,7795712
480,5464064
481,5279744
482,6340352
483,5387776
484,4700928
485,3905280
486,5494272
487,6235648
488,7439104
489,6231808
490,6828544
491,7837440
492,10687744
493,5923072
494,6958080
495,5544704
496,4286464
497,3988224
498,4139776
499,4088320
500,4069888
501,3981056
502,3799040
503,3985920
504,4427520
505,3938048
506,4019712
507,4052480
508,4082944
509,4041472
510,4577536
511,4042496
512,3835648
513,3998976
514,4062976
515,5466624
516,4898816
517,4389120
518,4834048
519,5694976
520,7023616
521,8527872
522,8787712
523,7572480
524,10128896
525,9784576
526,8433408
527,8722176
528,10728192
529,5732608
530,8246272
531,7365888
532,7972096
533,9036544
534,7296512
535,8156160
536,6787072
537,6840320
538,7970304
539,6880000
540,7483392
541,8837632
542,7021824
543,11575296
544,16685824
545,17143808
546,4143872
547,8328192
548,8553472
549,10981888
550,6291968
551,5714176
552,8353024
553,11950336
554,8330752
555,8386304
556,6135552
557,5821440
558,7964416
559,9486592
560,8244224
561,16356096
562,12896768
563,10106880
564,7627264
565,4639488
566,4135168
567,4038144
568,4306176
569,3823872
570,3623168
571,3702016
572,3804928
573,3862784
574,3838208
575,4227584
576,5379072
577,5240320
578,3733248
579,4033280
580,3886336
581,4969984
582,3945728
583,4398080
584,4697856
585,3903488
586,3798784
587,5019648
588,3705344
589,3861504
590,4940800
591,3703552
592,4283136
593,3782656
594,4920064
595,3934464
596,4036352
597,4880640
598,3685632
599,4105472
600,3800832
601,5220096
602,4195840
603,4013056
604,4883968
605,4319488
606,4008192
607,5083392
608,3783680
609,4137216
610,4981248
611,3636480
612,3985408
613,4068608
614,4855040
615,3818496
616,4044288
617,5081600
618,3631360
619,4136192
620,3887360
621,5026816
622,4061952
623,4020224
624,5023488
625,3796736
